"RefSeq.Locus.Tag"	"Mccann 2011"	"CF fraction of Souza 2011"	"membrane of Souza 2011"	"Malen 2011"	"Malen 2010 TritonX"	"Malen 2007"	"Braunstein 2000"	"Chitale 2001"	"Wolfe 2010"	"Gu 2003"	"Sulzenbacher 2006"	"Mawuenyega 2005 Membrane"	"Mawuenyega 2005 Cell Wall"	"Rosenkrands 2000"	"Gomez 2000"	"McDonough 2008"	"Xiong 2005"	"Count of num of times identified as exported"	"Signal P predicts sp"	"TatP predicts Tat sp"	"TMHMM predicts transmembrane domain"	"num of times predicted to have an export signal"	"Macaque Deadman Dutta 2010"	"Macrophage TRASH Jyothi 2005"	"Macrophage TRASH BCG Cole 2005"	"Macrophage enriched in acidified phagosomes TRASH BCG Cole 2005"	"Mouse TRASH Sassetti"	"Mouse Deadman Lamichhane 2005"	"Cholesterol in vitro TRASH Griffin 2011"	"in vitro essential Sassetti 2003"	"in vitro essential Griffin 2011"	"BALB div c in vivo expressed Talaat 2004"	"SCID in vivo expressed Talaat 2004"	"only 7H9 expressed Talaat 2004"	"in vivo only expressed Talaat 2004"	"Sasky serine hydrolase"	"Identified in Bell 2012 (high density mspec-any fractions)"
"Rv1433"																		0	"Y"		"Y"	2	"Y"							"non-essential"	"non-essential"						
"Rv1434"																		0				0				"Y"				"non-essential"	"non-essential"						
"Rv1435c"	"Y"	"Y"				"Y"												3	"Y"			1								"non-essential"	"non-essential"						
"Rv1436"		"Y"	"Y"			"Y"			"Y"	"Y"								5				0								"essential"	"essential"						"Y"
"Rv1437"		"Y"	"Y"			"Y"												3				0								"essential"	"essential"						"Y"
"Rv1438"			"Y"			"Y"												2				0								"essential"	"essential"						"Y"
"Rv1439c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv1440"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv1441c"																		0	"Y"			1								"non-essential"	"non-essential"						
"Rv1442"									"Y"									1				0								"non-essential"	"non-essential"						
"Rv1443c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv1444c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv1445c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv1446c"																		0				0		"Y"						"essential"	"non-essential"						
"Rv1447c"																		0				0								"non-essential"	"non-essential"						
"Rv1448c"		"Y"	"Y"			"Y"												3				0	"Y"							"essential"	"non-essential"						"Y"
"Rv1449c"		"Y"	"Y"			"Y"			"Y"	"Y"								5				0								"essential"	"essential"						"Y"
"Rv1450c"									"Y"									1	"Y"			1								"no-data"	"non-essential"						
"Rv1451"									"Y"									1			"Y"	1								"non-essential"	"essential"						
"Rv1452c"																		0				0				"Y"				"no-data"	"non-essential"						
"Rv1453"																		0				0								"non-essential"	"non-essential"						
"Rv1454c"		"Y"	"Y"			"Y"												3				0								"non-essential"	"non-essential"						"Y"
"Rv1455"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv1456c"																		0			"Y"	1								"essential"	"essential"						
"Rv1457c"				"Y"														1			"Y"	1								"essential"	"essential"						
"Rv1458c"			"Y"															1				0								"no-data"	"non-essential"						"Y"
"Rv1459c"			"Y"	"Y"														2			"Y"	1								"essential"	"essential"						
"Rv1460"																		0				0					"Y"			"non-essential"	"non-essential"						
"Rv1461"																		0				0								"essential"	"essential"						
"Rv1462"																		0				0								"essential"	"essential"						
"Rv1463"																		0				0								"essential"	"essential"						"Y"
"Rv1464"		"Y"	"Y"															2				0								"essential"	"essential"						
"Rv1465"			"Y"															1				0					"Y"			"essential"	"essential"						
"Rv1466"			"Y"						"Y"									2				0								"essential"	"non-essential"						
"Rv1467c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv1468c"			"Y"															1	"Y"			1								"non-essential"	"non-essential"						
"Rv1469"																		0			"Y"	1					"Y"			"non-essential"	"non-essential"						
"Rv1470"												"Y"						1				0								"non-essential"	"non-essential"						
"Rv1471"																		0				0								"non-essential"	"non-essential"						"Y"
"Rv1472"																		0				0								"non-essential"	"non-essential"						
"Rv1473"									"Y"									1				0								"non-essential"	"non-essential"						
"Rv1473A"																		0				0								"no-data"	"non-essential"						
"Rv1474c"			"Y"										"Y"					2				0								"non-essential"	"non-essential"						
"Rv1475c"		"Y"	"Y"			"Y"												3				0								"essential"	"essential"						"Y"
"Rv1476"			"Y"	"Y"														2			"Y"	1								"essential"	"essential"						
"Rv1477"		"Y"				"Y"												2	"Y"			1								"essential"	"essential"						"Y"
"Rv1478"																		0	"Y"			1								"non-essential"	"non-essential"						
"Rv1479"			"Y"						"Y"	"Y"								3				0								"essential"	"essential"						"Y"
"Rv1480"																		0				0								"essential"	"non-essential"						"Y"
"Rv1481"			"Y"	"Y"														2			"Y"	1								"non-essential"	"essential"						"Y"
"Rv1482c"																		0				0								"non-essential"	"non-essential"						
"Rv1483"			"Y"															1				0		"Y"						"non-essential"	"essential"						"Y"
"Rv1484"			"Y"						"Y"									2				0								"non-essential"	"essential"						"Y"
"Rv1485"		"Y"																1				0								"essential"	"essential"						
"Rv1486c"																		0				0								"non-essential"	"non-essential"						
"Rv1487"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv1488"			"Y"	"Y"		"Y"	"Y"		"Y"				"Y"					6	"Y"		"Y"	2								"non-essential"	"non-essential"						"Y"
"Rv1489"			"Y"	"Y"														2			"Y"	1	"Y"							"no-data"	"non-essential"						"Y"
"Rv1489A"																		0				0								"no-data"	"non-essential"						
"Rv1490"				"Y"														1			"Y"	1								"essential"	"essential"						
"Rv1491c"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv1492"		"Y"							"Y"				"Y"					3				0								"non-essential"	"non-essential"						
"Rv1493"		"Y"																1				0								"non-essential"	"non-essential"						
"Rv1494"																		0				0								"non-essential"	"non-essential"						
"Rv1495"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv1496"																		0				0								"non-essential"	"non-essential"						
"Rv1497"																		0				0								"non-essential"	"non-essential"						
"Rv1498A"		"Y"	"Y"			"Y"												3				0								"no-data"	"non-essential"						"Y"
"Rv1498c"																		0				0								"non-essential"	"non-essential"						
"Rv1499"																		0				0								"non-essential"	"non-essential"						
"Rv1500"																		0			"Y"	1								"non-essential"	"essential"						
"Rv1501"																		0				0								"non-essential"	"essential"						
"Rv1502"																		0				0								"no-data"	"essential"						
"Rv1503c"												"Y"	"Y"					2				0								"non-essential"	"non-essential"						
"Rv1504c"																		0				0								"non-essential"	"non-essential"						
"Rv1505c"																		0				0								"no-data"	"essential"						
"Rv1506c"																		0				0								"no-data"	"non-essential"						
"Rv1507A"																		0				0								"no-data"	"non-essential"						
"Rv1507c"																		0				0								"no-data"	"essential"						
"Rv1508A"																		0				0								"no-data"	"non-essential"						
"Rv1508c"			"Y"	"Y"														2			"Y"	1								"no-data"	"non-essential"						"Y"
"Rv1509"																		0				0								"no-data"	"essential"						
"Rv1510"																		0			"Y"	1								"no-data"	"non-essential"						
"Rv1511"		"Y"	"Y"															2				0								"no-data"	"non-essential"						"Y"
"Rv1512"			"Y"															1				0								"no-data"	"essential"						
"Rv1513"			"Y"															1				0								"no-data"	"non-essential"						"Y"
"Rv1514c"																		0				0					"Y"			"no-data"	"non-essential"						
"Rv1515c"																		0				0								"no-data"	"non-essential"						
"Rv1516c"																		0				0								"no-data"	"non-essential"						
"Rv1517"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv1518"																		0				0								"no-data"	"non-essential"						
"Rv1519"																		0				0								"non-essential"	"non-essential"						
"Rv1520"									"Y"									1				0								"non-essential"	"non-essential"						
"Rv1521"																		0			"Y"	1								"non-essential"	"non-essential"						"Y"
"Rv1522c"									"Y"									1	"Y"		"Y"	2								"no-data"	"essential"						
"Rv1523"																		0				0								"non-essential"	"non-essential"						
"Rv1524"																		0				0					"Y"			"no-data"	"non-essential"						
"Rv1525"																		0				0								"no-data"	"essential"						
"Rv1526c"																		0				0								"non-essential"	"non-essential"						
"Rv1527c"									"Y"									1				0								"non-essential"	"non-essential"						"Y"
"Rv1528c"																		0				0								"non-essential"	"non-essential"						
"Rv1529"																		0				0								"non-essential"	"non-essential"						"Y"
"Rv1530"			"Y"															1				0								"no-data"	"non-essential"						
"Rv1531"		"Y"	"Y"															2				0								"non-essential"	"non-essential"						"Y"
"Rv1532c"																		0				0								"non-essential"	"non-essential"						
"Rv1533"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv1534"																		0				0								"non-essential"	"non-essential"						
"Rv1535"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv1536"		"Y"	"Y"										"Y"					3				0								"no-data"	"essential"						
"Rv1537"																		0				0								"non-essential"	"non-essential"						
"Rv1538c"			"Y"															1				0								"non-essential"	"essential"						
"Rv1539"																		0			"Y"	1								"essential"	"essential"						
"Rv1540"																		0				0								"no-data"	"essential"						
"Rv1541c"						"Y"												1	"Y"			1								"non-essential"	"non-essential"						
"Rv1542c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv1543"			"Y"						"Y"									2				0								"non-essential"	"non-essential"						"Y"
"Rv1544"			"Y"						"Y"	"Y"								3				0				"Y"				"non-essential"	"non-essential"						"Y"
"Rv1545"																		0				0								"non-essential"	"non-essential"						
"Rv1546"			"Y"							"Y"								2				0								"non-essential"	"non-essential"						"Y"
"Rv1547"									"Y"									1				0								"essential"	"essential"						
"Rv1548c"																		0				0				"Y"				"no-data"	"non-essential"						
"Rv1549"																		0				0								"no-data"	"non-essential"						
"Rv1550"																		0		"Y"		1								"non-essential"	"non-essential"						
"Rv1551"									"Y"									1				0								"non-essential"	"non-essential"						
"Rv1552"			"Y"							"Y"								2				0				"Y"				"no-data"	"non-essential"						
"Rv1553"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv1554"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv1555"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv1556"																		0				0								"non-essential"	"non-essential"						
"Rv1557"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv1558"			"Y"						"Y"									2				0								"non-essential"	"non-essential"						"Y"
"Rv1559"																		0				0								"no-data"	"essential"						
"Rv1560"																		0				0					"Y"			"non-essential"	"non-essential"						
"Rv1561"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv1562c"																		0				0								"no-data"	"non-essential"						
"Rv1563c"			"Y"															1				0								"no-data"	"non-essential"						
"Rv1564c"		"Y"																1				0								"no-data"	"essential"						
"Rv1565c"																		0			"Y"	1								"no-data"	"essential"						
"Rv1566c"			"Y"	"Y"			"Y"								"Y"			4	"Y"		"Y"	2								"non-essential"	"non-essential"						
"Rv1567c"	"Y"		"Y"	"Y"														3			"Y"	1								"non-essential"	"non-essential"						
"Rv1568"		"Y"	"Y"															2				0					"Y"			"non-essential"	"essential"						
"Rv1569"									"Y"			"Y"						2				0		"Y"			"Y"			"non-essential"	"non-essential"						
"Rv1570"																		0				0								"non-essential"	"non-essential"						
"Rv1571"			"Y"															1				0								"no-data"	"non-essential"						
"Rv1572c"																		0				0								"no-data"	"non-essential"						
"Rv1573"																		0				0								"no-data"	"non-essential"						
"Rv1574"																		0				0								"no-data"	"non-essential"						
"Rv1575"																		0				0								"no-data"	"non-essential"						
"Rv1576c"																		0				0								"no-data"	"essential"						
"Rv1577c"																		0				0								"no-data"	"non-essential"						
"Rv1578c"																		0				0								"no-data"	"non-essential"						
"Rv1579c"																		0				0								"no-data"	"non-essential"						"Y"
"Rv1580c"																		0				0								"no-data"	"non-essential"						
"Rv1581c"																		0				0								"no-data"	"non-essential"						
"Rv1582c"																		0				0								"no-data"	"essential"						
"Rv1583c"																		0				0								"no-data"	"non-essential"						
"Rv1584c"																		0				0								"no-data"	"non-essential"						
"Rv1585c"																		0				0								"no-data"	"essential"						
"Rv1586c"									"Y"									1				0								"no-data"	"non-essential"						
"Rv1587c"																		0				0								"non-essential"	"non-essential"						
"Rv1588c"																		0				0								"non-essential"	"non-essential"						
"Rv1589"									"Y"									1				0					"Y"	"Y"		"non-essential"	"essential"						
"Rv1590"																		0				0					"Y"			"non-essential"	"non-essential"						
"Rv1591"	"Y"			"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv1592c"																		0				0								"growth-defect"	"non-essential"					"Y"	
"Rv1593c"			"Y"						"Y"									2				0								"no-data"	"non-essential"						"Y"
"Rv1594"			"Y"						"Y"									2				0								"essential"	"essential"						"Y"
"Rv1595"																		0				0								"essential"	"essential"						"Y"
"Rv1596"			"Y"						"Y"									2				0								"no-data"	"essential"						"Y"
"Rv1597"																		0				0								"non-essential"	"non-essential"						
"Rv1598c"																		0				0								"non-essential"	"non-essential"						"Y"
"Rv1599"		"Y"							"Y"									2				0								"essential"	"essential"						
"Rv1600"			"Y"															1				0								"essential"	"essential"						"Y"
"Rv1601"																		0				0								"essential"	"essential"						"Y"
"Rv1602"									"Y"									1				0								"essential"	"essential"						
"Rv1603"			"Y"															1				0								"essential"	"essential"						"Y"
"Rv1604"																		0				0								"no-data"	"non-essential"						
"Rv1605"																		0				0								"essential"	"essential"						
"Rv1606"			"Y"															1				0								"essential"	"essential"						
"Rv1607"				"Y"														1			"Y"	1								"non-essential"	"non-essential"						
"Rv1608c"			"Y"															1				0							"Y"	"non-essential"	"non-essential"						"Y"
"Rv1609"			"Y"															1				0								"essential"	"essential"						"Y"
"Rv1610"			"Y"	"Y"														2			"Y"	1								"essential"	"non-essential"						
"Rv1611"			"Y"						"Y"			"Y"						3				0								"essential"	"essential"						"Y"
"Rv1612"		"Y"	"Y"															2				0								"essential"	"essential"						"Y"
"Rv1613"			"Y"															1				0								"essential"	"essential"						"Y"
"Rv1614"			"Y"	"Y"														2			"Y"	1								"essential"	"essential"						"Y"
