Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0951		RefSeq	CDS	1061964	1063127	1164	+		387	sucC	succinyl-CoA synthetase subunit beta				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0952		RefSeq	misc_feature	1063980	1064003	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0952		RefSeq	CDS	1063140	1064051	912	+		303	sucD	succinyl-CoA synthetase subunit alpha				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0952		RefSeq	misc_feature	1063908	1063925	18	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0954		RefSeq	CDS	1065127	1066038	912	+		303		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0955		RefSeq	CDS	1066078	1067445	1368	+		455		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0956		RefSeq	CDS	1067561	1068208	648	+		215	purN	phosphoribosylglycinamide formyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0957		RefSeq	CDS	1068205	1069776	1572	+		523	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0958		RefSeq	misc_feature	1070090	1070113	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0958		RefSeq	CDS	1069883	1071262	1380	+		459		magnesium chelatase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0959		RefSeq	CDS	1071255	1073273	2019	+		672		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0960		RefSeq	CDS	1073545	1073928	384	+		127		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0961		RefSeq	CDS	1074074	1074421	348	+		115		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0967		RefSeq	CDS	1077975	1078334	360	+		119		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0968		RefSeq	CDS	1078391	1078687	297	+		98		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0969		RefSeq	misc_feature	1080120	1080140	21	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0969		RefSeq	CDS	1078743	1081055	2313	+		770	ctpV	metal cation transporter P-type ATPase CtpV				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0970		RefSeq	CDS	1081052	1081684	633	+		210		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0977		RefSeq	CDS	1090373	1093144	2772	+		923	PE_PGRS16	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0981		RefSeq	CDS	1096816	1097508	693	+		230	mprA	two component response transcriptional regulatory protein MprA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0981		RefSeq	misc_feature	1097083	1097160	78	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0982		RefSeq	CDS	1097508	1099022	1515	+		504	mprB	two component sensor kinase MprB				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0983		RefSeq	CDS	1099066	1100460	1395	+		464	pepD	serine protease PepD				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0984		RefSeq	CDS	1100460	1101005	546	+		181	moaB2	pterin-4-alpha-carbinolamine dehydratase MoaB2				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0986		RefSeq	misc_feature	1102241	1102285	45	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0986		RefSeq	CDS	1101803	1102549	747	+		248		adhesion component transport ATP-binding protein ABC transporter				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0986		RefSeq	misc_feature	1101929	1101952	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0987		RefSeq	misc_feature	1102716	1102739	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0987		RefSeq	CDS	1102542	1105109	2568	+		855		adhesion component transport transmembrane protein ABC transporter				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0988		RefSeq	CDS	1105116	1106276	1161	+		386		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0993		RefSeq	CDS	1109272	1110192	921	+		306	galU	UTP--glucose-1-phosphate uridylyltransferase GalU				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0994		RefSeq	CDS	1110269	1111549	1281	+		426	moeA1	molybdopterin biosynthesis protein MoeA1				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0995		RefSeq	CDS	1111612	1112223	612	+		203	rimJ	ribosomal-protein-alanine acetyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0996		RefSeq	CDS	1112384	1113460	1077	+		358		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0997		RefSeq	CDS	1114293	1114724	432	+		143		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0998		RefSeq	misc_feature	1115006	1115059	54	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0998		RefSeq	CDS	1114748	1115749	1002	+		333		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0999		RefSeq	CDS	1115767	1116525	759	+		252		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt10		RefSeq	tRNA	923803	923875	73	-				tRNA-Lys				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1001		RefSeq	CDS	1117185	1118393	1209	+		402	arcA	arginine deiminase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1003		RefSeq	CDS	1120022	1120879	858	+		285		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1006		RefSeq	CDS	1123714	1125417	1704	+		567		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1008		RefSeq	misc_feature	1127089	1127115	27	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1008		RefSeq	CDS	1127089	1127883	795	+		264	tatD	deoxyribonuclease TatD (YjjV protein)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1008		RefSeq	misc_feature	1127668	1127718	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1009		RefSeq	CDS	1128091	1129179	1089	+		362	rpfB	resuscitation-promoting factor rpfB				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1009		RefSeq	misc_feature	1128130	1128162	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1010		RefSeq	misc_feature	1129329	1129412	84	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1010		RefSeq	CDS	1129152	1130105	954	+		317	ksgA	dimethyladenosine transferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1011		RefSeq	CDS	1130191	1131111	921	+		306	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1012		RefSeq	CDS	1131128	1131421	294	+		97		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1013		RefSeq	CDS	1131625	1133259	1635	+		544	pks16	acyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1013		RefSeq	misc_feature	1132093	1132128	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1019		RefSeq	CDS	1138315	1138908	594	+		197		TetR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1020		RefSeq	misc_feature	1140992	1141015	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1020		RefSeq	CDS	1138967	1142671	3705	+		1234	mfd	transcription-repair coupling factor Mfd (TRCF)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1021		RefSeq	CDS	1142671	1143648	978	+		325		nucleoside triphosphate pyrophosphohydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1022		RefSeq	misc_feature	1143775	1143807	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1022		RefSeq	CDS	1143736	1144467	732	+		243	lpqU	lipoprotein LpqU				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1023		RefSeq	CDS	1144564	1145853	1290	+		429	eno	phosphopyruvate hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1024		RefSeq	CDS	1145858	1146544	687	+		228		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1025		RefSeq	CDS	1146561	1147028	468	+		155		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1026		RefSeq	CDS	1147019	1147978	960	+		319		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1029		RefSeq	CDS	1152012	1153727	1716	+		571	kdpA	potassium-transporting ATPase subunit A				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1030		RefSeq	CDS	1153724	1155853	2130	+		709	kdpB	potassium-transporting ATPase subunit B				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1030		RefSeq	misc_feature	1154693	1154713	21	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1031		RefSeq	CDS	1155853	1156422	570	+		189	kdpC	potassium-transporting ATPase subunit C				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1044		RefSeq	CDS	1167053	1167676	624	+		207		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1045		RefSeq	CDS	1167673	1168554	882	+		293		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1047		RefSeq	CDS	1169423	1170670	1248	+		415		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1047		RefSeq	misc_feature	1170119	1170193	75	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1049		RefSeq	CDS	1172386	1172832	447	+		148		transcriptional repressor protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1050		RefSeq	CDS	1172881	1173786	906	+		301		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1052		RefSeq	CDS	1175723	1176112	390	+		129		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1054		RefSeq	CDS	1176928	1177242	315	+		104		integrase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1055		RefSeq	CDS	1177239	1177373	135	+		44		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1056		RefSeq	CDS	1177628	1178392	765	+		254		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1057		RefSeq	CDS	1179396	1180577	1182	+		393		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1058		RefSeq	misc_feature	1181227	1181262	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1058		RefSeq	CDS	1180684	1182315	1632	+		543	fadD14	acyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1059		RefSeq	CDS	1182391	1183455	1065	+		354		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1060		RefSeq	CDS	1183508	1183981	474	+		157		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1061		RefSeq	CDS	1184015	1184878	864	+		287		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1062		RefSeq	CDS	1184883	1185740	858	+		285		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1065		RefSeq	CDS	1187435	1188001	567	+		188		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1066		RefSeq	CDS	1187998	1188393	396	+		131		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1072		RefSeq	CDS	1196279	1197115	837	+		278		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1073		RefSeq	CDS	1197231	1198082	852	+		283		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1076		RefSeq	CDS	1200767	1201660	894	+		297	lipU	lipase LipU				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1077		RefSeq	CDS	1201717	1203111	1395	+		464	cbs	cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (hemoprotein H-450)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1077		RefSeq	misc_feature	1202245	1202322	78	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1078		RefSeq	CDS	1203313	1204035	723	+		240	pra	proline-rich antigen				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1079		RefSeq	CDS	1204067	1205233	1167	+		388	metB	cystathionine gamma-synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1079		RefSeq	misc_feature	1204664	1204708	45	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1082		RefSeq	CDS	1206520	1207386	867	+		288	mca	Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1083		RefSeq	CDS	1207383	1207649	267	+		88		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1084		RefSeq	CDS	1207636	1209657	2022	+		673		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1086		RefSeq	CDS	1210595	1211383	789	+		262		short (C15) chain Z-isoprenyl diphosphate synthase (Z-FPP synthase) (Z-farnesyl diphosphate synthase) (Z-FPP synthetase) (Z-farnesyl diphosphate synthetase) (geranyltranstransferase) (farnesyl pyrophosphate synthetase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1086		RefSeq	misc_feature	1211213	1211269	57	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1087		RefSeq	misc_feature	1213639	1213713	75	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1087		RefSeq	CDS	1211560	1213863	2304	+		767	PE_PGRS21	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1088		RefSeq	CDS	1214513	1214947	435	+		144	PE9	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1089		RefSeq	CDS	1214769	1215131	363	+		120	PE10	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1090		RefSeq	CDS	1215599	1216054	456	+		151	celA2b	endo-1,4-beta-glucanase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1091		RefSeq	CDS	1216469	1219030	2562	+		853	PE_PGRS22	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1093		RefSeq	CDS	1220574	1221854	1281	+		426	glyA	serine hydroxymethyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1094		RefSeq	CDS	1221959	1222786	828	+		275	desA2	acyl-[acyl-carrier protein] desaturase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1095		RefSeq	misc_feature	1223735	1223758	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1095		RefSeq	CDS	1222997	1224298	1302	+		433	phoH2	PhoH-like protein PhoH2 (phosphate starvation-inducible protein PsiH)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1096		RefSeq	CDS	1224385	1225260	876	+		291		glycosyl hydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt11		RefSeq	tRNA	923999	924072	74	+				tRNA-Glu				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1100		RefSeq	CDS	1228683	1229384	702	+		233		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1104		RefSeq	CDS	1231301	1231990	690	+		229		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1105		RefSeq	CDS	1232311	1232826	516	+		171		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1110		RefSeq	CDS	1236185	1237192	1008	+		335	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1112		RefSeq	misc_feature	1238279	1238302	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1112		RefSeq	CDS	1238255	1239328	1074	+		357		GTP-dependent nucleic acid-binding protein EngD				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1113		RefSeq	CDS	1239416	1239613	198	+		65		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1114		RefSeq	CDS	1239610	1239984	375	+		124		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1115		RefSeq	CDS	1240187	1240885	699	+		232		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1116		RefSeq	CDS	1241003	1241188	186	+		61		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1117		RefSeq	CDS	1241633	1241956	324	+		107		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1121		RefSeq	CDS	1243707	1245107	1401	+		466	zwf1	glucose-6-phosphate 1-dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1122		RefSeq	CDS	1245129	1246151	1023	+		340	gnd2	6-phosphogluconate dehydrogenase-like protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1124		RefSeq	CDS	1247127	1248077	951	+		316	ephC	epoxide hydrolase EphC				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1125		RefSeq	CDS	1248082	1249326	1245	+		414		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1130		RefSeq	CDS	1254555	1256135	1581	+		526		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1131		RefSeq	misc_feature	1256963	1257001	39	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1131		RefSeq	CDS	1256132	1257313	1182	+		393	gltA1	citrate synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1132		RefSeq	CDS	1257325	1259055	1731	+		576		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1134		RefSeq	CDS	1261922	1262158	237	+		78		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1136		RefSeq	CDS	1264606	1264947	342	+		113		enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1140		RefSeq	CDS	1267347	1268195	849	+		282		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1143		RefSeq	CDS	1270062	1271144	1083	+		360	mcr	alpha-methylacyl-CoA racemase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1144		RefSeq	CDS	1271156	1271908	753	+		250		short-chain type dehydrogenase/reductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1144		RefSeq	misc_feature	1271582	1271668	87	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1145		RefSeq	CDS	1272423	1273334	912	+		303	mmpL13a	transmembrane transport protein MmpL13A				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1146		RefSeq	CDS	1273355	1274767	1413	+		470	mmpL13b	transmembrane transport protein MmpL13B				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1147		RefSeq	CDS	1274900	1275550	651	+		216		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1149		RefSeq	CDS	1277893	1278300	408	+		135		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1150		RefSeq	misc_feature	1278269	1278817	549	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1150		RefSeq	pseudogene	1278269	1278817	549	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1152		RefSeq	CDS	1279655	1280020	366	+		121		transcriptional regulatory protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1155		RefSeq	CDS	1281429	1281872	444	+		147		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1156		RefSeq	CDS	1282306	1282893	588	+		195		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1159		RefSeq	CDS	1284992	1286287	1296	+		431	pimE	mannosyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1160		RefSeq	CDS	1286595	1287020	426	+		141	mutT2	7,8-dihydro-8-oxoguanine-triphosphatase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1160		RefSeq	misc_feature	1286703	1286762	60	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1161		RefSeq	CDS	1287328	1291026	3699	+		1232	narG	respiratory nitrate reductase subunit alpha NarG				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1161		RefSeq	misc_feature	1289644	1289697	54	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1161		RefSeq	misc_feature	1287499	1287555	57	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1162		RefSeq	CDS	1291065	1292741	1677	+		558	narH	respiratory nitrate reductase subunit beta NarH				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1162		RefSeq	misc_feature	1291110	1291127	18	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1163		RefSeq	CDS	1292798	1293403	606	+		201	narJ	respiratory nitrate reductase subunit delta NarJ				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1164		RefSeq	CDS	1293406	1294146	741	+		246	narI	respiratory nitrate reductase subunit gamma NarI				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1165		RefSeq	CDS	1294168	1296054	1887	+		628	typA	GTP-binding translation elongation factor TypA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1166		RefSeq	misc_feature	1296203	1296235	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1166		RefSeq	CDS	1296152	1298059	1908	+		635	lpqW	lipoprotein LpqW				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1170		RefSeq	CDS	1300304	1301215	912	+		303	mshB	N-Acetyl-1-D-myo-Inosityl-2-amino-2-deoxy-alpha- D-glucopyranoside deacetylase mshB (GlcNAc-Ins deacetylase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1171		RefSeq	CDS	1301307	1301747	441	+		146		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1173		RefSeq	CDS	1302931	1305501	2571	+		856	fbiC	FO synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1177		RefSeq	misc_feature	1309122	1309157	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1177		RefSeq	CDS	1309005	1309331	327	+		108	fdxC	ferredoxin FdxC				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1178		RefSeq	misc_feature	1310015	1310056	42	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1178		RefSeq	CDS	1309364	1310452	1089	+		362		N-succinyldiaminopimelate aminotransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1180		RefSeq	CDS	1313725	1315191	1467	+		488	pks3	polyketide beta-ketoacyl synthase PKS3				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1180		RefSeq	misc_feature	1314229	1314279	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1181		RefSeq	CDS	1315234	1319982	4749	+		1582	pks4	polyketide beta-ketoacyl synthase PKS4				
